Name,Affiliations,Affiliation Score
Unidentified_alien_woman_(Vyndal),[],
Unidentified_alpha_trawler,"['Mandalorians', 'Mandalorian resistance']",0.5
Unidentified_ambulance_crew_member,"['Mandalorians', 'Mandalorian resistance']",0.5
Unidentified_Anacondan,[],
Unidentified_Anodyne_pilot,"['Galactic Republic', 'Green Company']",1.0
Unidentified_Anzellan_crewmember,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Aqualish_(Scoggan),"['Galactic Republic', '13th Battalion']",1.0
Unidentified_Aqualish_cadet,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Aqualish_governor,"['Galactic Republic', ""Chiata's unit""]",1.0
Unidentified_Aqualish_governors_wife,"['Galactic Republic', 'Open Circle Fleet']",1.0
Unidentified_Aqualish_helper,"['Galactic Republic', '91st Mobile Reconnaissance Corps']",1.0
Unidentified_Arcona_bounty_hunter,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Unidentified_Arratu,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Unidentified_AT-AT_commander_(Kashyyyk),"['Galactic Republic', ""Skywalker's fleet""]",1.0
Unidentified_Aybarian_diplomat,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Unidentified_Barabel_pirate,"['Galactic Republic', ""Luminara Unduli's fleet group""]",1.0
Unidentified_Bardottan_taxi_driver,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Unidentified_bartender_(Frozen_Kova),"['Galactic Republic', 'Open Circle Fleet']",1.0
Unidentified_bartender_(Maldo_Kreis),"['Galactic Republic', '7th Sky Corps']",1.0
Unidentified_bartender_(Maz_Kanatas_castle),"['Galactic Republic', 'Galactic Republic Navy']",1.0
Unidentified_Besalisk,"['Galactic Republic', 'Torrent Company']",1.0
Unidentified_Bespin_technician,"['Galactic Republic', 'Diplomatic service']",1.0
Unidentified_beta_trawler,"['Galactic Republic', '501st Legion']",1.0
Unidentified_Bith_musician_(concert_solo),"['Galactic Republic', '332nd Company']",1.0
Unidentified_Black_Sun_guard,"['Galactic Republic', ""Chiata's unit""]",1.0
Unidentified_Black_Sun_leader,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Black_Sun_racketeer,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_blonde_Jedi,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Blood_Monarch_(Imperial_Era),"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Blue_Coral_Divers_Clan_witch,"['Galactic Republic', 'Kamino security']",0.5
Unidentified_Blue_Squadron_pilot,"['Galactic Republic', '501st Legion', 'Galactic Republic Navy']",1.0
Unidentified_border_officer,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Bounty_Hunters_Guild_agent,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Bufopel_(Canto_Bight),Galactic Republic,1.0
Unidentified_Caldanian_criminal,Sorgan Common House,0.0
Unidentified_Candovant_ambassador,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Canto_Casino_patron,[],
Unidentified_Captain_of_the_Royal_Guard,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_caregiver,"['Galactic Empire', ""DT-F16's squad""]",-1.0
Unidentified_Carrion_Spike_captain,"['Death Watch', 'Shadow Collective']",-1.0
Unidentified_Carrion_Spike_comms_officer,"['Death Watch', 'Shadow Collective', 'Mandalore resistance']",-0.3333333333333333
Unidentified_Cerean_rebel,"['Galactic Empire', 'Royal Imperial Academy']",-1.0
Unidentified_Chadra-Fan,Unidentified Devaronian clan,0.0
Unidentified_Chadra-Fan_boy,"['Sith', 'Dowutin Sith sect']",-1.0
Unidentified_Chadra-Fan_youngling,[],
Unidentified_Chagrian_(Gladiator_Night),Resistance,1.0
Unidentified_Chagrian_middle_man,Spectres,1.0
Unidentified_Chagrian_patron,Galactic Republic,1.0
Unidentified_Chiss_ambassador,[],
Unidentified_Chiss_captain,[],
Unidentified_Chiss_emissary,[],
Unidentified_Chiss_shuttle_pilot,Unidentified gladiatorial arena,0.0
Unidentified_chorus_girl,"['Tagge family', ""Tagge's mercenaries""]",0.0
Unidentified_Clan_Eldar_leader,Alliance to Restore the Republic,1.0
Unidentified_Clan_Kryze_member,[],
Unidentified_clan_leader,Dominion of the Ezaraa,0.0
Unidentified_Clan_Rook_warrior,[],
Unidentified_Clan_Vizsla_warrior,[],
Unidentified_Clawdite_bounty_hunter_(Imperial_era),"['First Order', 'First Order military']",-1.0
Unidentified_Clone_Captain,"['First Order', 'Stormtrooper Corps']",-1.0
Unidentified_Clone_Captain_(Geonosis),"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Unidentified_Clone_Commander,"['Galactic Empire', 'Imperial Information Office']",-1.0
Unidentified_Clone_Commander_(Geonosis),Church of the Force,1.0
Unidentified_Clone_Commander_(Zeffo),Alliance to Restore the Republic,1.0
Unidentified_Clone_Corporal,Resistance,1.0
Unidentified_clone_lieutenant,"['Mining Guild', 'Alliance to Restore the Republic', 'Lothal resistance group']",0.6666666666666666
Unidentified_clone_naval_captain,"['Galactic Empire', ""Emperor's Royal Guard""]",-1.0
Unidentified_clone_naval_captain_(Teth),[],
Unidentified_clone_naval_commander,"['First Order', 'First Order military']",-1.0
Unidentified_clone_naval_commander_(Kaliida_Shoals_Medical_Center),"['First Order', 'First Order military']",-1.0
Unidentified_clone_naval_commander_(Tranquility),First Order,-1.0
Unidentified_clone_navigation_officer_(Endurance),"['First Order', 'Unidentified brigade']",0.0
Unidentified_clone_navigation_officer_(Tribunal),"['First Order', 'First Order military']",-1.0
Unidentified_clone_paratrooper,"['First Order', 'First Order military']",-1.0
Unidentified_clone_pilot_captain,"['First Order', 'First Order military']",-1.0
Unidentified_clone_sergeant,"['First Order', 'Stormtrooper Corps']",-1.0
Unidentified_Clone_Sergeant_(Coruscant_Guard),"['First Order', 'Stormtrooper Corps', 'Colossus garrison']",-0.3333333333333333
Unidentified_clone_tank_pilot,"['First Order', 'Omicron Formation']",-1.0
Unidentified_clone_trooper_(332nd_Company),"['First Order', '709th Legion']",-1.0
Unidentified_clone_trooper_(Chiatas_unit),[],
Unidentified_clone_trooper_(First_Battle_of_Geonosis),"['Alliance to Restore the Republic', 'Alderaanian consular security']",1.0
Unidentified_clone_trooper_(Resolute),[],
Unidentified_clone_trooper_(Rexs_false_grave),[],
Unidentified_clone_trooper_2_(Geonosis),[],
Unidentified_clone_trooper_officer_(Kamino),Garwian Unity,0.0
Unidentified_clone_trooper_pilot_(Mandalore),Eroudac academy,0.0
Unidentified_clone_trooper_pilot_(Quell),"['Galactic Empire', 'Stalgasin hive']",-0.5
Unidentified_clone_trooper_pilot_(Twilight),[],
Unidentified_clone_trooper_pilot_lieutenant,"['Galactic Empire', 'Stalgasin hive']",-0.5
Unidentified_common_house_proprietor,InterGalactic Banking Clan,0.0
Unidentified_comms_jockey,[],
Unidentified_crime_boss_(Hradreek),[],
Unidentified_Death_Star_commander,Galactic Empire,-1.0
Unidentified_death_trooper,[],
Unidentified_Death_Watch_guard,"['Galactic Empire', 'Imperial Senate']",-1.0
Unidentified_Death_Watch_soldier_(white_helmet),Kingdom of Shu-Torun,-1.0
Unidentified_Destroyer-Level_Craft_Operations_professor,"['Galactic Republic', 'Green Company']",1.0
Unidentified_Devaronian_clan_member,"['Alliance to Restore the Republic', 'Green Squadron']",1.0
Unidentified_Dowutin_Sith,"['Grysk Hegemony', 'Grysk military']",0.5
Unidentified_Dowutin_thug,[],
Unidentified_Drabatan,[],
Unidentified_droid_maker,Amidalans,1.0
Unidentified_Dug,Alliance to Restore the Republic,1.0
Unidentified_Dulok_(camp),[],
Unidentified_Duros_(Serendipity),Xonti Brothers ,0.0
Unidentified_Duros_bounty_hunter,[],
Unidentified_Duros_commentator,[],
Unidentified_Duros_mercenary,"[""Salient's battle group"", ""Salient II's militias"", ""Epiphany moon's militia"", 'Partisans']",0.25
Unidentified_Echo_Base_deck_officer,Hisseenian parliament,0.0
Unidentified_elderly_Muun,Jedi Order,1.0
Unidentified_Ezaraa,"['Alliance to Restore the Republic', 'Alliance Army']",1.0
Unidentified_family_(Phasma),[],
Unidentified_female_(Mytar),[],
Unidentified_female_bar_patron,[],
Unidentified_female_First_Order_officer,Bounty Hunters' Guild,0.0
Unidentified_female_First_Order_stormtrooper,Jedi Order,1.0
Unidentified_female_Imperial_officer_(Irff),[],
Unidentified_female_intelligence_officer,[],
Unidentified_female_Jakku_villager,[],
Unidentified_female_rebel,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Unidentified_female_Resistance_monitor,MaDall's slave empire,-1.0
Unidentified_female_Rodian_(Crawler_413-24),[],
Unidentified_female_Royal_Guard,[],
Unidentified_female_singer,Hutt Clans,0.0
Unidentified_First_Order_admiral,[],
Unidentified_First_Order_lieutenant,Mourner's Wail Syndicate,0.0
Unidentified_First_Order_lieutenant_(Wayward_Comet),"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_First_Order_major,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Unidentified_First_Order_officer_(DQar),"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Unidentified_First_Order_officer_(Exegol),Galactic Empire,-1.0
Unidentified_First_Order_officer_(Spalex),Galactic Empire,-1.0
Unidentified_First_Order_stormtrooper_(Steadfast),Galactic Empire,-1.0
Unidentified_First_Order_stormtrooper_commander,"['Galactic Empire', 'Imperial Security Bureau', 'Imperial Officer Corps']",-1.0
Unidentified_First_Order_stormtrooper_commander_(Kashyyyk),"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Unidentified_First_Order_stormtrooper_sergeant,"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-1.0
Unidentified_Flann,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Unidentified_fleet_trooper,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Gabdorin_vendor,"['Galactic Empire', ""Imperial Navy's officer corps"", '204th Imperial Fighter Wing']",-1.0
Unidentified_Gamorrean_fighter_1,Gideon's Imperial remnant,-1.0
Unidentified_Gamorrean_fighter_2,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Garwian_general,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_genetic_science_professor,Galactic Empire,-1.0
Unidentified_Geonosian_archduke,Gideon's Imperial remnant,-1.0
Unidentified_Geonosian_queen,Gideon's Imperial remnant,-1.0
Unidentified_Geonosian_queen_(Stalgasin_hive),Gideon's Imperial remnant,-1.0
Unidentified_Givin_codebreaker,Galactic Empire,-1.0
Unidentified_Gotal_beggar,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Gotal_bounty_hunter,Galactic Empire,-1.0
Unidentified_Gotal_researcher,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Gran_bounty_hunter_(Teth),Gideon's Imperial remnant,-1.0
Unidentified_Gran_senator,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Unidentified_Grand_Marshal,"['Galactic Empire', 'Imperial Military']",-1.0
Unidentified_Grand_Vygoth,"['Tarkin family', 'Galactic Empire']",-1.0
Unidentified_Green_Company_trooper,"['Galactic Empire', 'Imperial Military']",-1.0
Unidentified_Green_Squadron_female_pilot,Gideon's Imperial remnant,-1.0
Unidentified_Grysk_commander,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Gungan_criminal,Galactic Empire,-1.0
Unidentified_Gungan_farmer,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Gungan_soldier,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_gunner,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Unidentified_Herglic_(Level_1782),Galactic Empire,-1.0
Unidentified_Herglic_(Xonti_Brothers),Galactic Empire,-1.0
Unidentified_Herglic_bounty_hunter,Galactic Empire,-1.0
Unidentified_Herglic_criminal,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Unidentified_Hiitian_general,"['Galactic Empire', 'Imperial Navy', 'Alliance to Restore the Republic']",-0.3333333333333333
Unidentified_Hisseenian_premier,Galactic Empire,-1.0
Unidentified_hopeful_Padawan,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Hoth_veteran,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Huloon_beggar,"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-1.0
Unidentified_human_(Batuu),Galactic Empire,-1.0
Unidentified_human_(Ruusan),"['Galactic Empire', ""Imperial Navy's officer corps"", 'Death Squadron']",-1.0
Unidentified_human_bounty_hunter_(Nevarro),Galactic Empire,-1.0
Unidentified_human_Jedi_(Momin),Galactic Empire,-1.0
Unidentified_human_male_(Fondor),Galactic Empire,-1.0
Unidentified_human_male_(Sullust),"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_human_miner,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Human_Rebel_(Profundity),"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_human_slave,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_human_speeder_pilot,Galactic Empire,-1.0
Unidentified_Hutt_(Has_Obitt),Galactic Empire,-1.0
Unidentified_Hutt_trader,Galactic Empire,-1.0
Unidentified_Iktotchi_bouncer,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Iktotchi_criminal,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Imperial_admiral_(Coruscant),"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Imperial_admiral_(Harbinger),"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Unidentified_Imperial_admiral_(Konkiv),Gideon's Imperial remnant,-1.0
Unidentified_Imperial_advisor_(black_robe),"['Galactic Empire', 'Imperial Security Bureau', 'Imperial Officer Corps']",-1.0
Unidentified_Imperial_advisor_(purple_robe),"['Galactic Empire', 'Imperial Security Bureau', ""Ubrik Adelhard's Imperial remnant""]",-1.0
Unidentified_Imperial_ambassador_(Murkhana),Gideon's Imperial remnant,-1.0
Unidentified_Imperial_base_commander,Gideon's Imperial remnant,-1.0
Unidentified_Imperial_captain_(Gollin),"['Galactic Empire', 'Imperial Military', ""Ubrik Adelhard's Imperial remnant""]",-1.0
Unidentified_Imperial_captain_(IG-88),"['Galactic Empire', ""Gideon's Imperial remnant""]",-1.0
Unidentified_Imperial_captain_(Liberator),Gideon's Imperial remnant,-1.0
Unidentified_Imperial_captain_(rescue_of_C-3PO),Galactic Empire,-1.0
Unidentified_Imperial_captain_(Summit),Galactic Empire,-1.0
Unidentified_Imperial_captain_(Trask),"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Imperial_cargo_ship_captain,Galactic Empire,-1.0
Unidentified_Imperial_commander_(Imperial_Interdictor),Galactic Empire,-1.0
Unidentified_Imperial_commander_(Leviathan),"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Unidentified_Imperial_comms_officer,"['Chiss Ascendancy', 'Irizi family']",0.0
Unidentified_Imperial_deck_officer_(Gideon),"['Chiss Ascendancy', 'Irizi family']",0.0
Unidentified_Imperial_deck_officer_(Trask),Ohnaka Gang,0.0
Unidentified_Imperial_doctor_(Darth_Vader),"['Galactic Empire', 'Apprentice Legislature']",0.0
Unidentified_Imperial_ensign,Alliance to Restore the Republic,1.0
Unidentified_Imperial_ensign_(Accresker_Jail),Bilbousa Bazaa,0.0
Unidentified_Imperial_ensign_(Kreuges_Revenge),Alliance to Restore the Republic,1.0
Unidentified_Imperial_freighter_pilot,[],
Unidentified_Imperial_general_(Formidable),"['Galactic Republic', 'Galactic Senate']",1.0
Unidentified_Imperial_general_(Winnikk_system),Jawa tribe,1.0
Unidentified_Imperial_governor_(Eriadu),[],
Unidentified_Imperial_gunnery_officer,Jedi Order,1.0
Unidentified_Imperial_gunnery_officer_(Gideon),Jedi Order,1.0
Unidentified_Imperial_Jumptrooper_Commander,"['Galactic Republic', 'Jedi Order']",1.0
Unidentified_Imperial_lieutenant_(Darth_Vader),[],
Unidentified_Imperial_lieutenant_(Imvur),[],
Unidentified_Imperial_lieutenant_(Mors_command_center),[],
Unidentified_Imperial_lieutenant_(Sovereign),[],
Unidentified_Imperial_major_(Accresker_Jail),[],
Unidentified_Imperial_major_(K43),"['Kingdom of Shu-Torun', 'Shu-Torun royalty']",-1.0
Unidentified_Imperial_minister,Unidentified Klatooinian tribe,0.0
Unidentified_Imperial_Navy_Pilot_(Archeon_Nebula),[],
Unidentified_Imperial_Navy_Trooper,"['Confederacy of Independent Systems', 'Separatist Droid Army']",-0.5
Unidentified_Imperial_nurse,[],
Unidentified_Imperial_officer_(Concord_Dawn),Highest bidder,0.0
Unidentified_Imperial_officer_(Coruscant),Highest bidder,0.0
Unidentified_Imperial_officer_(Dendada_XVII),Krawg pirates,0.0
Unidentified_Imperial_officer_(Eviscerator),Bounty Hunters' Guild,0.0
Unidentified_Imperial_officer_(Executor),[],
Unidentified_Imperial_officer_(Garel),Galactic Empire,-1.0
Unidentified_Imperial_officer_(Geonosis),Sakhet's Noodles,0.0
Unidentified_Imperial_officer_(Ibaar),Lasan High Honor Guard,1.0
Unidentified_Imperial_officer_(Imperial_Interdictor_elevator),Partisans,1.0
Unidentified_Imperial_officer_(Mykapo),[],
Unidentified_Imperial_officer_(Nixus_Hub),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Imperial_officer_(Quila),"['Confederacy of Independent Systems', ""Phara's faction""]",0.5
Unidentified_Imperial_officer_(Seelos_system),[],
Unidentified_Imperial_officer_(Sovereign),"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Unidentified_Imperial_officer_(Tellstar),"['Chiss Ascendancy', 'Ufsa family']",0.0
Unidentified_Imperial_officer_(Tylux),[],
Unidentified_Imperial_officer_(Usk_Minor),[],
Unidentified_Imperial_pilot_(Lothal),[],
Unidentified_Imperial_scanning_technician,[],
Unidentified_Imperial_scientist_(Nevarro),[],
Unidentified_Imperial_Security_Bureau_major,[],
Unidentified_Imperial_Security_Officer,[],
Unidentified_Imperial_security_officer,[],
Unidentified_Imperial_security_officer_(Nevarro),[],
Unidentified_Imperial_sergeant,[],
Unidentified_Imperial_shuttle_co-pilot,"['First Order', 'First Order military']",-1.0
Unidentified_Imperial_shuttle_pilot,"['First Order', 'First Order military']",-1.0
Unidentified_Imperial_slaver,[],
Unidentified_Imperial_technician_(Tellstar),"['Alliance to Restore the Republic', 'Massassi Group']",1.0
Unidentified_Imperial_transport_captain,"['Resistance', 'Resistance army']",1.0
Unidentified_Imperial_warden,House Serenno,0.0
Unidentified_interrogation_officer,Shadow University,0.0
Unidentified_Invincible_Faith_captain,"['New Mandalorians', 'Mooga smuggling ring']",0.5
Unidentified_Irizi_Aristocra,"['New Mandalorians', 'Ruling Council']",0.5
Unidentified_Irizi_Speaker,"['New Mandalorians', 'Ruling Council']",0.5
Unidentified_Ishi_Tib_pirate,"['New Mandalorians', 'Mandalorian Guard']",1.0
Unidentified_Ithorian_(Apprentice_Legislature),"['New Mandalorians', 'Mandalorian Guard']",1.0
Unidentified_Ithorian_(Freighter_2716),"['New Mandalorians', 'Mandalorian Guard']",1.0
Unidentified_Ithorian_bartender_(Nal_Hutta),[],
Unidentified_Ithorian_militia_member,"['Galactic Republic', 'Republic Military']",1.0
Unidentified_Ithorian_prisoner,Jedi Order,1.0
Unidentified_Ithorian_senator,Gideon's Imperial remnant,-1.0
Unidentified_Jawa_elder,Frangawl Cult,0.0
Unidentified_Jawa_prisoner,"['Alliance to Restore the Republic', '61st Mobile Infantry']",1.0
Unidentified_Jedi_(Vyndal),"['Chiss Ascendancy', 'Mitth family']",0.0
Unidentified_Jedi_Padawan_(Grievous),[],
Unidentified_Jedi_youngling,[],
Unidentified_KajainsaNikto,[],
Unidentified_KajainsaNiktos_ally_2,[],
Unidentified_Karkarodon,"['Alliance to Restore the Republic', 'Alliance High Command']",1.0
Unidentified_Kath_shopkeeper,"['Mon Cala monarchy', 'Mon Cala Mercantile Fleet']",1.0
Unidentified_Kel_Dor_gambler,[],
Unidentified_King_of_Shu-Torun,[],
Unidentified_Klatooinian_raider_captain,[],
Unidentified_Koorivar_captain,Jedi Order,1.0
Unidentified_Koorivar_commander,Crymorah-backed pirates,0.0
Unidentified_Kowakian_monkey-lizard_bounty_hunter,Unidentified inn,0.0
Unidentified_Kratchell_twin_(blaster_pistols),"['New Republic', '61st Mobile Infantry']",1.0
Unidentified_Kratchell_twin_(disruptor_rifle),Confederacy of Independent Systems,0.0
Unidentified_Krawg_pirate,[],
Unidentified_Kubaz_bounty_hunter,[],
Unidentified_Kubaz_ferryman,Mud dwellers,0.0
Unidentified_Kubaz_Imperial_spy,InterGalactic Banking Clan,0.0
Unidentified_Kupohan,[],
Unidentified_Lasat_Honor_Guard,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Lasat_mercenary,Trade Federation,0.0
Unidentified_lava_meerkat,"['Trade Federation', 'Trade Federation fleet', 'Confederacy of Independent Systems', 'Confederacy of Independent Systems Navy']",-0.25
Unidentified_Lava_Trooper_sergeant,Trade FederationConfederacy of Independent System,0.0
Unidentified_lead_rider,"['Trade Federation', 'Confederacy of Independent Systems']",0.0
Unidentified_Lepi_(The_Wheel),[],
Unidentified_lieutenant_(Accresker),"['New Mandalorians', 'Ruling Council', 'Trade Federation']",0.3333333333333333
Unidentified_liner_captain,"['New Republic', 'New Republic Starfighter Corps']",1.0
Unidentified_Lioaoi_commander,"['New Republic', '61st Mobile Infantry']",1.0
Unidentified_Luke_Skywalker_impostor,Nihil,-1.0
Unidentified_Lutrillian_warehouse_manager,Bounty Hunters' Guild,0.0
Unidentified_luxury_ship_captain,Cad Bane's group,0.0
Unidentified_Makurth_boss,Grand Hutt Council,0.0
Unidentified_male_bar_patron,"['Jedi Order', 'Galactic Republic']",1.0
Unidentified_male_bar_patron_2,Grand Hutt Council,0.0
Unidentified_male_bar_patron_3,"['Galactic Republic', 'Galactic Senate']",1.0
Unidentified_male_bar_patron_4,Chalmun's Spaceport Cantina,0.0
Unidentified_male_bar_patron_5,[],
Unidentified_male_First_Order_officer,Galactic Empire,-1.0
Unidentified_male_First_Order_officer_2,[],
Unidentified_male_Hosnian,[],
Unidentified_male_rebel_technician,Hangra's Meat Shack,0.0
Unidentified_male_Resistance_soldier,Opposition,1.0
Unidentified_male_Serennian,[],
Unidentified_male_Shadow_University_member,"['New Republic', 'Galactic Senate']",1.0
Unidentified_Mandalorian_customs_official,Unidentified school,0.0
Unidentified_Mandalorian_minister,[],
Unidentified_Mandalorian_minister_2,Marocsaa subclan,-1.0
Unidentified_Mandalorian_police_captain_(bank),"['Jedi Order', 'Galactic Empire', 'Inquisitorius']",-0.3333333333333333
Unidentified_Mandalorian_police_captain_(docks),"['Jedi Order', 'Galactic Republic']",1.0
Unidentified_Mandalorian_police_officer_(Mandalore),[],
Unidentified_massive_fyrnock,Galactic Empire,-1.0
Unidentified_medical_officer_clone_(Kaliida_Shoals_Medical_Center),Galactic Empire,-1.0
Unidentified_Mikkian_Jedi,[],
Unidentified_Mimbanese_worker,[],
Unidentified_Ming_Po_animal_trainer,Ohnaka Gang,0.0
Unidentified_Mirialan_ensign,"['Chiss Ascendancy', 'Plikh family']",0.0
Unidentified_Mitth_family_Aristocra,[],
Unidentified_Mizi,Galactic Republic,1.0
Unidentified_Mizi_captain,"['Alliance to Restore the Republic', 'Hundred and Twenty']",1.0
Unidentified_moisture_farmer_(Chalmuns_Cantina),Scoftic government,0.0
Unidentified_Mon_Calamari_(Level_1782),Galactic Empire,-1.0
Unidentified_Mon_Calamari_admiral,[],
Unidentified_Mon_Calamari_commander_(Mon_Cala),[],
Unidentified_Mon_Calamari_dock_worker,[],
Unidentified_Mon_Calamari_nobleman,"['Galactic Empire', 'Inquisitorius']",-1.0
Unidentified_Mon_Calamari_noblemans_son,"['Confederacy of Independent Systems', 'Techno Union']",0.0
Unidentified_Mon_Calamari_Padawan,[],
Unidentified_Mon_Calamari_pirate,[],
Unidentified_Mon_Calamari_server,[],
Unidentified_Mon_Calamari_soldier_(New_Republic),Confederacy of Independent Systems,0.0
Unidentified_Morseerian_scientist,[],
Unidentified_Mos_Pelgo_villager,Queen of Ktath'atn's hive,0.0
Unidentified_mouthless_alien,[],
Unidentified_Mud_dweller_boy,Alliance to Restore the Republic,1.0
Unidentified_Muun_banker,Alliance to Restore the Republic,1.0
Unidentified_Mythrol,"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",1.0
Unidentified_Naval_officer,"['Alliance to Restore the Republic', 'Phoenix Cell']",1.0
Unidentified_Neimoidian_(Kellux_system),Alliance to Restore the Republic,1.0
Unidentified_Neimoidian_captain_(Invisible_Hand),Alliance to Restore the Republic,1.0
Unidentified_Neimoidian_envoy,Phoenix Cell,1.0
Unidentified_Neimoidian_guard,Alliance to Restore the Republic,1.0
Unidentified_nek_owner,Phoenix Cell,1.0
Unidentified_New_Mandalorian_Minister_of_Finance,[],
Unidentified_New_Republic_pilot_(Var-Shaa),Phoenix Cell,1.0
Unidentified_New_Republic_soldier,Phoenix Cell,1.0
Unidentified_Nihil_sniper,"['Alliance to Restore the Republic', 'Phoenix Cell']",1.0
Unidentified_Nikto_bounty_hunter,"['Alliance to Restore the Republic', 'Alliance Army']",1.0
Unidentified_Nikto_criminal,[],
Unidentified_Nikto_guard_(Nal_Hutta),Resistance,1.0
Unidentified_Nikto_Jedi,Galactic Republi,1.0
Unidentified_Nikto_pilot,[],
Unidentified_Nikto_senator,[],
Unidentified_Nimbanel_bartender,[],
Unidentified_Nimbanel_bounty_hunter_(Lothal),"['Alliance to Restore the Republic', 'Shrikes']",1.0
Unidentified_Nothoiin_officer,Crimson Dawn,-1.0
Unidentified_Ociock_girl,[],
Unidentified_Ociock_girls_mother,Jedi Order,1.0
Unidentified_old_man_(Hangras_Meat_Shack),[],
Unidentified_Opposition_member,[],
Unidentified_Ortolan_bartender,[],
Unidentified_Ottegan_senator,"['Galactic Empire', 'Royal Imperial Academy']",-1.0
Unidentified_Ovissian_headmaster,[],
Unidentified_Palowick_announcer,Galactic Empir,-1.0
Unidentified_Paccosh_spokesman,Galactic Empire,-1.0
Unidentified_Palliduvan_Inquisitor,[],
Unidentified_Pantoran_witness,"['Galactic Republic', 'Galactic Senate']",1.0
Unidentified_Pauan_drug_dealer,[],
Unidentified_petty_officer_(Carrion_Spike),[],
Unidentified_Phindian_administrator,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_pilot_(Lord_Junn),"['Galactic Empire', 'Unidentified shoretrooper squad']",-1.0
Unidentified_pilot_(Tamsye_Prime),Shosho Outpost,0.0
Unidentified_pirate_scout,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Plikh_Speaker,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Plinovian_ambassador,[],
Unidentified_Poletec_scout,Collective,1.0
Unidentified_Polynean_pilot,"['Galactic Empire', 'Royal Imperial Academy']",-1.0
Unidentified_Prefect,Unidentified gladiatorial arena,0.0
Unidentified_prison_warden,"['Galactic Empire', 'Blizzard Force']",-1.0
Unidentified_prisoner_(Calodan),[],
Unidentified_prisoner_(Wobani),"['Galactic Republic', 'Grand Army of the Republic']",1.0
Unidentified_Protobranch_Prime_Minister,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Purge_Trooper_captain,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
